gene_id	gene_name	gene_type	bp_length
ENSG00000115657.12	ABCB6	protein_coding	5205
ENSG00000198925.10	ATG9A	protein_coding	8136
ENSG00000163516.13	ANKZF1	protein_coding	6119
ENSG00000163521.15	GLB1L	protein_coding	3411
ENSG00000115661.13	STK16	protein_coding	4368
ENSG00000243910.7	TUBA4B	protein_coding	1678
ENSG00000127824.13	TUBA4A	protein_coding	4079
ENSG00000135924.15	DNAJB2	protein_coding	5886
ENSG00000054356.13	PTPRN	protein_coding	8261
ENSG00000123992.18	DNPEP	protein_coding	4734
ENSG00000175084.11	DES	protein_coding	2464
ENSG00000072195.14	SPEG	protein_coding	17910
ENSG00000144591.18	GMPPA	protein_coding	5332
ENSG00000072182.12	ASIC4	protein_coding	5250
ENSG00000123989.13	CHPF	protein_coding	3354
ENSG00000188760.10	TMEM198	protein_coding	2578
ENSG00000124006.14	OBSL1	protein_coding	9611
ENSG00000123999.4	INHA	protein_coding	1753
ENSG00000144589.21	STK11IP	protein_coding	5694
ENSG00000114923.16	SLC4A3	protein_coding	5091
ENSG00000116106.11	EPHA4	protein_coding	7554
ENSG00000135903.18	PAX3	protein_coding	4633
ENSG00000163081.2	CCDC140	protein_coding	1932
ENSG00000163082.9	SGPP2	protein_coding	3336
ENSG00000116120.9	FARSB	protein_coding	3369
ENSG00000124003.12	MOGAT1	protein_coding	1048
ENSG00000123983.13	ACSL3	protein_coding	7240
ENSG00000152049.6	KCNE4	protein_coding	4124
ENSG00000171951.4	SCG2	protein_coding	2719
ENSG00000152056.16	AP1S3	protein_coding	4284
ENSG00000085449.14	WDFY1	protein_coding	5516
ENSG00000135900.3	MRPL44	protein_coding	1748
ENSG00000135919.12	SERPINE2	protein_coding	8891
ENSG00000124019.9	FAM124B	protein_coding	3541
ENSG00000036257.12	CUL3	protein_coding	11505
ENSG00000135905.18	DOCK10	protein_coding	11065
ENSG00000144460.12	NYAP2	protein_coding	5461
ENSG00000169047.5	IRS1	protein_coding	9953
ENSG00000144468.16	RHBDD1	protein_coding	6926
ENSG00000081052.11	COL4A4	protein_coding	9895
ENSG00000169031.18	COL4A3	protein_coding	9124
ENSG00000168958.19	MFF	protein_coding	6150
ENSG00000173744.17	AGFG1	protein_coding	9321
ENSG00000135917.13	SLC19A3	protein_coding	5329
ENSG00000115009.11	CCL20	protein_coding	1343
ENSG00000123977.9	DAW1	protein_coding	2933
ENSG00000153820.12	SPHKAP	protein_coding	7009
ENSG00000153823.18	PID1	protein_coding	3364
ENSG00000187957.7	DNER	protein_coding	3935
ENSG00000153827.13	TRIP12	protein_coding	12594
ENSG00000153832.11	FBXO36	protein_coding	3945
ENSG00000163053.10	SLC16A14	protein_coding	4946
ENSG00000135899.17	SP110	protein_coding	6865
ENSG00000079263.18	SP140	protein_coding	5582
ENSG00000185404.16	SP140L	protein_coding	5650
ENSG00000067066.16	SP100	protein_coding	12618
ENSG00000135932.10	CAB39	protein_coding	5360
ENSG00000135916.15	ITM2C	protein_coding	2611
ENSG00000135898.9	GPR55	protein_coding	4130
ENSG00000173699.15	SPATA3	protein_coding	2066
ENSG00000204128.5	C2orf72	protein_coding	3851
ENSG00000135914.5	HTR2B	protein_coding	2246
ENSG00000173692.12	PSMD1	protein_coding	5187
ENSG00000135931.17	ARMC9	protein_coding	9661
ENSG00000156966.6	B3GNT7	protein_coding	3806
ENSG00000115053.15	NCL	protein_coding	6929
ENSG00000171596.6	NMUR1	protein_coding	3298
ENSG00000187514.16	PTMA	protein_coding	3378
ENSG00000156973.13	PDE6D	protein_coding	2850
ENSG00000144524.17	COPS7B	protein_coding	6066
ENSG00000163273.3	NPPC	protein_coding	1071
ENSG00000144535.19	DIS3L2	protein_coding	11337
ENSG00000163283.6	ALPP	protein_coding	3059
ENSG00000171551.11	ECEL1	protein_coding	2972
ENSG00000237412.6	PRSS56	protein_coding	2390
ENSG00000135902.9	CHRND	protein_coding	3132
ENSG00000196811.11	CHRNG	protein_coding	2615
ENSG00000221944.6	TIGD1	protein_coding	2625
ENSG00000135930.13	EIF4E2	protein_coding	7177
ENSG00000115468.11	EFHD1	protein_coding	3052
ENSG00000115474.6	KCNJ13	protein_coding	2977
ENSG00000204120.14	GIGYF2	protein_coding	13416
ENSG00000182600.9	C2orf82	protein_coding	3698
ENSG00000066248.14	NGEF	protein_coding	4678
ENSG00000168918.13	INPP5D	protein_coding	8681
ENSG00000085978.21	ATG16L1	protein_coding	6047
ENSG00000130561.16	SAG	protein_coding	11885
ENSG00000077044.10	DGKD	protein_coding	9771
ENSG00000085982.13	USP40	protein_coding	9352
ENSG00000240224.1	UGT1A5	protein_coding	2345
ENSG00000243135.6	UGT1A3	protein_coding	2364
ENSG00000244474.5	UGT1A4	protein_coding	2522
ENSG00000244122.2	UGT1A7	protein_coding	4167
ENSG00000241635.7	UGT1A1	protein_coding	4467
ENSG00000241119.1	UGT1A9	protein_coding	2416
ENSG00000167165.18	UGT1A6	protein_coding	5180
ENSG00000242515.5	UGT1A10	protein_coding	3157
ENSG00000242366.3	UGT1A8	protein_coding	2407
ENSG00000185038.14	MROH2A	protein_coding	5730
ENSG00000123485.11	HJURP	protein_coding	3821
ENSG00000144481.16	TRPM8	protein_coding	7903
ENSG00000188042.7	ARL4C	protein_coding	4013
ENSG00000130147.15	SH3BP4	protein_coding	7129
ENSG00000157985.18	AGAP1	protein_coding	13910
ENSG00000168505.6	GBX2	protein_coding	2315
ENSG00000132321.16	IQCA1	protein_coding	5975
ENSG00000144476.5	ACKR3	protein_coding	2258
ENSG00000198612.10	COPS8	protein_coding	4743
ENSG00000163359.15	COL6A3	protein_coding	19633
ENSG00000115648.13	MLPH	protein_coding	7514
ENSG00000124839.12	RAB17	protein_coding	4783
ENSG00000124831.18	LRRFIP1	protein_coding	11901
ENSG00000177483.11	RBM44	protein_coding	6049
ENSG00000132329.10	RAMP1	protein_coding	1234
ENSG00000184182.18	UBE2F	protein_coding	4238
ENSG00000258984.5	UBE2F-SCLY	protein_coding	3195
ENSG00000132330.16	SCLY	protein_coding	11733
ENSG00000144488.14	ESPNL	protein_coding	5362
ENSG00000168427.8	KLHL30	protein_coding	3726
ENSG00000178752.15	ERFE	protein_coding	3572
ENSG00000132323.8	ILKAP	protein_coding	4771
ENSG00000144485.10	HES6	protein_coding	2037
ENSG00000132326.11	PER2	protein_coding	6877
ENSG00000204104.11	TRAF3IP1	protein_coding	4617
ENSG00000065802.11	ASB1	protein_coding	7410
ENSG00000233608.3	TWIST2	protein_coding	1878
ENSG00000068024.16	HDAC4	protein_coding	13368
ENSG00000130414.11	NDUFA10	protein_coding	9517
ENSG00000172428.10	COPS9	protein_coding	2039
ENSG00000178602.7	OTOS	protein_coding	645
ENSG00000063660.8	GPC1	protein_coding	6516
ENSG00000188542.9	DUSP28	protein_coding	3709
ENSG00000144504.15	ANKMY1	protein_coding	11477
ENSG00000142327.12	RNPEPL1	protein_coding	7867
ENSG00000142330.19	CAPN10	protein_coding	7474
ENSG00000178623.11	GPR35	protein_coding	5089
ENSG00000185176.12	AQP12B	protein_coding	3303
ENSG00000184945.13	AQP12A	protein_coding	1742
ENSG00000130294.15	KIF1A	protein_coding	12357
ENSG00000172482.4	AGXT	protein_coding	4459
ENSG00000172478.17	C2orf54	protein_coding	2772
ENSG00000226321.5	CROCC2	protein_coding	5978
ENSG00000162804.13	SNED1	protein_coding	13592
ENSG00000122085.16	MTERF4	protein_coding	9938
ENSG00000115687.13	PASK	protein_coding	10686
ENSG00000115685.14	PPP1R7	protein_coding	3781
ENSG00000146205.13	ANO7	protein_coding	5695
ENSG00000115677.16	HDLBP	protein_coding	12182
ENSG00000168385.17	SEPT2	protein_coding	7378
ENSG00000006607.13	FARP2	protein_coding	14413
ENSG00000115694.14	STK25	protein_coding	7584
ENSG00000176720.4	BOK	protein_coding	2657
ENSG00000176946.11	THAP4	protein_coding	3147
ENSG00000168397.16	ATG4B	protein_coding	6638
ENSG00000168393.12	DTYMK	protein_coding	2451
ENSG00000168395.15	ING5	protein_coding	10259
ENSG00000180902.17	D2HGDH	protein_coding	5279
ENSG00000154252.11	GAL3ST2	protein_coding	1370
ENSG00000204099.11	NEU4	protein_coding	4689
ENSG00000188389.10	PDCD1	protein_coding	2114
ENSG00000188011.5	RTP5	protein_coding	2606
ENSG00000216921.7	AC131097.4	protein_coding	674
ENSG00000125788.5	DEFB126	protein_coding	655
ENSG00000186458.4	DEFB132	protein_coding	2121
ENSG00000196476.11	C20orf96	protein_coding	1730
ENSG00000247315.3	ZCCHC3	protein_coding	3354
ENSG00000177732.8	SOX12	protein_coding	4630
ENSG00000125841.12	NRSN2	protein_coding	2933
ENSG00000101255.10	TRIB3	protein_coding	3434
ENSG00000125826.20	RBCK1	protein_coding	4024
ENSG00000125875.13	TBC1D20	protein_coding	5831
ENSG00000101266.17	CSNK2A1	protein_coding	6047
ENSG00000125878.6	TCF15	protein_coding	1555
ENSG00000271303.1	SRXN1	protein_coding	2698
ENSG00000270299.1	RP5-850E9.3	protein_coding	2714
ENSG00000215397.3	SCRT2	protein_coding	3577
ENSG00000101276.14	SLC52A3	protein_coding	3603
ENSG00000125898.12	FAM110A	protein_coding	2722
ENSG00000101280.7	ANGPT4	protein_coding	4676
ENSG00000101282.8	RSPO4	protein_coding	2710
ENSG00000125895.5	TMEM74B	protein_coding	2210
ENSG00000125818.17	PSMF1	protein_coding	5296
ENSG00000215595.1	C20orf202	protein_coding	1604
ENSG00000244588.5	RAD21L1	protein_coding	2730
ENSG00000101298.13	SNPH	protein_coding	5574
ENSG00000125775.14	SDCBP2	protein_coding	2653
ENSG00000274322.1	RP11-314N13.10	protein_coding	1375
ENSG00000088832.16	FKBP1A	protein_coding	2577
ENSG00000088833.17	NSFL1C	protein_coding	6531
ENSG00000196209.12	SIRPB2	protein_coding	5034
ENSG00000260861.6	RP4-576H24.4	protein_coding	1283
ENSG00000101307.15	SIRPB1	protein_coding	6091
ENSG00000089012.14	SIRPG	protein_coding	2242
ENSG00000198053.11	SIRPA	protein_coding	5068
ENSG00000101327.8	PDYN	protein_coding	2847
ENSG00000125834.12	STK35	protein_coding	7055
ENSG00000125780.11	TGM3	protein_coding	2693
ENSG00000125835.18	SNRPB	protein_coding	1278
ENSG00000256566.1	RP4-734P14.4	protein_coding	823
ENSG00000088876.11	ZNF343	protein_coding	4643
ENSG00000149488.12	TMC2	protein_coding	4935
ENSG00000101361.16	NOP56	protein_coding	5398
ENSG00000101365.20	IDH3B	protein_coding	2567
ENSG00000088881.20	EBF4	protein_coding	3717
ENSG00000088882.7	CPXM1	protein_coding	2391
ENSG00000258713.2	C20orf141	protein_coding	754
ENSG00000241690.3	RP5-860F19.8	protein_coding	1866
ENSG00000198326.9	TMEM239	protein_coding	3892
ENSG00000132635.16	PCED1A	protein_coding	2341
ENSG00000215305.9	VPS16	protein_coding	3364
ENSG00000132670.20	PTPRA	protein_coding	4469
ENSG00000125901.5	MRPS26	protein_coding	1127
ENSG00000215251.3	FASTKD5	protein_coding	2874
ENSG00000185019.16	UBOX5	protein_coding	4738
ENSG00000088899.14	LZTS3	protein_coding	5395
ENSG00000198171.12	DDRGK1	protein_coding	1832
ENSG00000125877.12	ITPA	protein_coding	2071
ENSG00000088836.12	SLC4A11	protein_coding	4081
ENSG00000088854.12	C20orf194	protein_coding	8541
ENSG00000088812.17	ATRN	protein_coding	8753
ENSG00000149451.17	ADAM33	protein_coding	5834
ENSG00000088827.12	SIGLEC1	protein_coding	7886
ENSG00000132622.10	HSPA12B	protein_coding	3151
ENSG00000101220.17	C20orf27	protein_coding	2415
ENSG00000101222.12	SPEF1	protein_coding	1925
ENSG00000125817.7	CENPB	protein_coding	2840
ENSG00000101224.17	CDC25B	protein_coding	4314
ENSG00000125843.10	AP5S1	protein_coding	5490
ENSG00000088888.17	MAVS	protein_coding	11771
ENSG00000125779.21	PANK2	protein_coding	6698
ENSG00000101236.16	RNF24	protein_coding	7668
ENSG00000088826.17	SMOX	protein_coding	2946
ENSG00000171873.7	ADRA1D	protein_coding	2790
ENSG00000171867.16	PRNP	protein_coding	2851
ENSG00000171864.4	PRND	protein_coding	3980
ENSG00000101265.15	RASSF2	protein_coding	5759
ENSG00000089057.14	SLC23A2	protein_coding	7515
ENSG00000089063.14	TMEM230	protein_coding	3051
ENSG00000132646.10	PCNA	protein_coding	1471
ENSG00000101290.13	CDS2	protein_coding	11893
ENSG00000101292.7	PROKR2	protein_coding	1155
ENSG00000125772.12	GPCPD1	protein_coding	7527
ENSG00000171984.14	C20orf196	protein_coding	1702
ENSG00000089199.9	CHGB	protein_coding	4535
ENSG00000089195.14	TRMT6	protein_coding	3776
ENSG00000125885.13	MCM8	protein_coding	7691
ENSG00000088766.11	CRLS1	protein_coding	5370
ENSG00000125872.7	LRRN4	protein_coding	2692
ENSG00000101311.15	FERMT1	protein_coding	5359
ENSG00000125845.6	BMP2	protein_coding	3601
ENSG00000101323.4	HAO1	protein_coding	1777
ENSG00000125827.8	TMX4	protein_coding	6579
ENSG00000182621.17	PLCB1	protein_coding	17412
ENSG00000101333.16	PLCB4	protein_coding	6900
ENSG00000125869.9	LAMP5	protein_coding	2042
ENSG00000101349.16	PAK5	protein_coding	4929
ENSG00000132623.15	ANKEF1	protein_coding	5815
ENSG00000132639.12	SNAP25	protein_coding	3357
ENSG00000125863.18	MKKS	protein_coding	6953
ENSG00000149346.14	SLX4IP	protein_coding	6492
ENSG00000101384.11	JAG1	protein_coding	8534
ENSG00000132640.14	BTBD3	protein_coding	6228
ENSG00000172296.12	SPTLC3	protein_coding	8520
ENSG00000101230.5	ISM1	protein_coding	2593
ENSG00000089123.15	TASP1	protein_coding	2905
ENSG00000089048.14	ESF1	protein_coding	3216
ENSG00000101247.17	NDUFAF5	protein_coding	7217
ENSG00000101251.11	SEL1L2	protein_coding	3884
ENSG00000125848.9	FLRT3	protein_coding	5190
ENSG00000172264.16	MACROD2	protein_coding	11344
ENSG00000089177.18	KIF16B	protein_coding	7721
ENSG00000125870.10	SNRPB2	protein_coding	2607
ENSG00000125879.4	OTOR	protein_coding	2198
ENSG00000125851.9	PCSK2	protein_coding	7078
ENSG00000125864.13	BFSP1	protein_coding	3361
ENSG00000125868.15	DSTN	protein_coding	3851
ENSG00000125844.15	RRBP1	protein_coding	6980
ENSG00000089006.16	SNX5	protein_coding	7953
ENSG00000125871.13	MGME1	protein_coding	2336
ENSG00000125850.10	OVOL2	protein_coding	2175
ENSG00000232838.3	PET117	protein_coding	1141
ENSG00000149474.13	KAT14	protein_coding	4251
ENSG00000125846.15	ZNF133	protein_coding	5426
ENSG00000089091.16	DZANK1	protein_coding	6619
ENSG00000132664.11	POLR3F	protein_coding	2928
ENSG00000089050.15	RBBP9	protein_coding	3861
ENSG00000101310.14	SEC23B	protein_coding	4039
ENSG00000232388.4	LINC00493	protein_coding	1098
ENSG00000125821.11	DTD1	protein_coding	3329
ENSG00000185052.11	SLC24A3	protein_coding	3933
ENSG00000132669.12	RIN2	protein_coding	5053
ENSG00000173418.11	NAA20	protein_coding	2376
ENSG00000101343.14	CRNKL1	protein_coding	4567
ENSG00000089101.17	CFAP61	protein_coding	7322
ENSG00000173404.4	INSM1	protein_coding	2829
ENSG00000188559.13	RALGAPA2	protein_coding	11366
ENSG00000088970.15	KIZ	protein_coding	5207
ENSG00000088930.7	XRN2	protein_coding	3437
ENSG00000125820.5	NKX2-2	protein_coding	2092
ENSG00000125813.13	PAX1	protein_coding	5855
ENSG00000283932.1	RP4-788L20.5	protein_coding	4849
ENSG00000125798.14	FOXA2	protein_coding	2603
ENSG00000178726.6	THBD	protein_coding	4109
ENSG00000125810.9	CD93	protein_coding	6708
ENSG00000132661.3	NXT1	protein_coding	1123
ENSG00000125812.15	GZF1	protein_coding	5463
ENSG00000125814.17	NAPB	protein_coding	5234
ENSG00000125823.12	CSTL1	protein_coding	1073
ENSG00000125831.9	CST11	protein_coding	566
ENSG00000101435.4	CST9L	protein_coding	959
ENSG00000173335.4	CST9	protein_coding	1592
ENSG00000101439.8	CST3	protein_coding	3695
ENSG00000101441.4	CST4	protein_coding	751
ENSG00000170373.8	CST1	protein_coding	872
ENSG00000170369.3	CST2	protein_coding	748
ENSG00000170367.4	CST5	protein_coding	756
ENSG00000149435.12	GGTLC1	protein_coding	1279
ENSG00000101463.5	SYNDIG1	protein_coding	2847
ENSG00000077984.5	CST7	protein_coding	930
ENSG00000101474.11	APMAP	protein_coding	2454
ENSG00000154930.14	ACSS1	protein_coding	8691
ENSG00000100987.14	VSX1	protein_coding	3849
ENSG00000197586.12	ENTPD6	protein_coding	5327
ENSG00000100994.11	PYGB	protein_coding	4474
ENSG00000100997.18	ABHD12	protein_coding	3429
ENSG00000101003.9	GINS1	protein_coding	4068
ENSG00000101004.14	NINL	protein_coding	6008
ENSG00000170191.4	NANP	protein_coding	3964
ENSG00000130684.13	ZNF337	protein_coding	3823
ENSG00000175170.14	FAM182B	protein_coding	3854
ENSG00000180383.3	DEFB124	protein_coding	729
ENSG00000088320.3	REM1	protein_coding	1665
ENSG00000101294.16	HM13	protein_coding	10000
ENSG00000125968.8	ID1	protein_coding	1233
ENSG00000131055.4	COX4I2	protein_coding	693
ENSG00000171552.12	BCL2L1	protein_coding	3314
ENSG00000088325.15	TPX2	protein_coding	3605
ENSG00000101306.10	MYLK2	protein_coding	2976
ENSG00000179772.7	FOXS1	protein_coding	1319
ENSG00000149599.15	DUSP15	protein_coding	3791
ENSG00000131044.16	TTLL9	protein_coding	5925
ENSG00000088356.5	PDRG1	protein_coding	1998
ENSG00000260903.2	XKR7	protein_coding	7844
ENSG00000101331.15	CCM2L	protein_coding	2587
ENSG00000101336.13	HCK	protein_coding	3092
ENSG00000101337.15	TM9SF4	protein_coding	5415
ENSG00000126003.6	PLAGL2	protein_coding	5705
ENSG00000101346.13	POFUT1	protein_coding	6426
ENSG00000101350.7	KIF3B	protein_coding	6103
ENSG00000171456.16	ASXL1	protein_coding	9454
ENSG00000197183.14	NOL4L	protein_coding	9448
ENSG00000149600.11	COMMD7	protein_coding	2584
ENSG00000088305.18	DNMT3B	protein_coding	4630
ENSG00000101367.8	MAPRE1	protein_coding	2623
ENSG00000215529.12	EFCAB8	protein_coding	4536
ENSG00000078898.6	BPIFB2	protein_coding	1898
ENSG00000167104.11	BPIFB6	protein_coding	1676
ENSG00000186190.7	BPIFB3	protein_coding	1454
ENSG00000186191.7	BPIFB4	protein_coding	2448
ENSG00000131050.10	BPIFA2	protein_coding	1178
ENSG00000198183.11	BPIFA1	protein_coding	1081
ENSG00000125999.10	BPIFB1	protein_coding	3101
ENSG00000101391.20	CDK5RAP1	protein_coding	4567
ENSG00000101400.5	SNTA1	protein_coding	2342
ENSG00000078699.21	CBFA2T2	protein_coding	9457
ENSG00000149609.5	C20orf144	protein_coding	2442
ENSG00000182584.4	ACTL10	protein_coding	2028
ENSG00000125967.16	NECAB3	protein_coding	4342
ENSG00000101412.12	E2F1	protein_coding	2503
ENSG00000101417.11	PXMP4	protein_coding	5723
ENSG00000131061.13	ZNF341	protein_coding	5457
ENSG00000101421.3	CHMP4B	protein_coding	1646
ENSG00000125970.11	RALY	protein_coding	7513
ENSG00000125977.6	EIF2S2	protein_coding	2656
ENSG00000101440.9	ASIP	protein_coding	778
ENSG00000101444.12	AHCY	protein_coding	3894
ENSG00000078747.14	ITCH	protein_coding	6664
ENSG00000125971.16	DYNLRB1	protein_coding	2460
ENSG00000101460.12	MAP1LC3A	protein_coding	1762
ENSG00000101464.10	PIGU	protein_coding	2705
ENSG00000078804.12	TP53INP2	protein_coding	4228
ENSG00000198646.13	NCOA6	protein_coding	11131
ENSG00000131067.16	GGT7	protein_coding	2966
ENSG00000131069.19	ACSS2	protein_coding	5385
ENSG00000100983.9	GSS	protein_coding	1922
ENSG00000078814.15	MYH7B	protein_coding	7931
ENSG00000100991.11	TRPC4AP	protein_coding	3226
ENSG00000088298.12	EDEM2	protein_coding	1919
ENSG00000101000.5	PROCR	protein_coding	1696
ENSG00000125966.9	MMP24	protein_coding	4414
ENSG00000126005.16	MMP24-AS1	protein_coding	5511
ENSG00000261582.1	RP4-614O4.11	protein_coding	529
ENSG00000242372.6	EIF6	protein_coding	1637
ENSG00000125998.7	FAM83C	protein_coding	3145
ENSG00000101019.21	UQCC1	protein_coding	6782
ENSG00000204183.1	GDF5OS	protein_coding	1734
ENSG00000125965.8	GDF5	protein_coding	2646
ENSG00000126001.15	CEP250	protein_coding	16295
ENSG00000125991.19	ERGIC3	protein_coding	6012
ENSG00000061656.9	SPAG4	protein_coding	2240
ENSG00000214078.12	CPNE1	protein_coding	3608
ENSG00000244462.7	RBM12	protein_coding	6702
ENSG00000272897.5	RP1-309K20.6	protein_coding	872
ENSG00000244005.12	NFS1	protein_coding	6024
ENSG00000125995.15	ROMO1	protein_coding	702
ENSG00000131051.22	RBM39	protein_coding	11936
ENSG00000025293.16	PHF20	protein_coding	8383
ENSG00000171222.10	SCAND1	protein_coding	1996
ENSG00000149646.12	CNBD2	protein_coding	5005
ENSG00000088367.21	EPB41L1	protein_coding	9674
ENSG00000131043.11	AAR2	protein_coding	3101
ENSG00000080845.17	DLGAP4	protein_coding	8789
ENSG00000101335.9	MYL9	protein_coding	2821
ENSG00000118707.9	TGIF2	protein_coding	3784
ENSG00000259399.1	TGIF2-C20orf24	protein_coding	918
ENSG00000101084.17	C20orf24	protein_coding	1549
ENSG00000101082.13	SLA2	protein_coding	2757
ENSG00000101079.20	NDRG3	protein_coding	3248
ENSG00000149636.15	DSN1	protein_coding	2739
ENSG00000149639.14	SOGA1	protein_coding	15128
ENSG00000101342.9	TLDC2	protein_coding	2553
ENSG00000101347.8	SAMHD1	protein_coding	5038
ENSG00000080839.11	RBL1	protein_coding	5954
ENSG00000101353.14	MROH8	protein_coding	3878
ENSG00000118705.16	RPN2	protein_coding	2819
ENSG00000118702.9	GHRH	protein_coding	570
ENSG00000101363.12	MANBAL	protein_coding	2045
ENSG00000197122.11	SRC	protein_coding	6468
ENSG00000053438.8	NNAT	protein_coding	1297
ENSG00000166619.12	BLCAP	protein_coding	7869
ENSG00000132792.18	CTNNBL1	protein_coding	4148
ENSG00000132821.11	VSTM2L	protein_coding	1959
ENSG00000101407.12	TTI1	protein_coding	4479
ENSG00000101413.11	RPRD1B	protein_coding	5511
ENSG00000198959.11	TGM2	protein_coding	8036
ENSG00000149633.11	KIAA1755	protein_coding	8083
ENSG00000101425.12	BPI	protein_coding	5626
ENSG00000129988.5	LBP	protein_coding	1961
ENSG00000170471.14	RALGAPB	protein_coding	12633
ENSG00000124143.10	ARHGAP40	protein_coding	3195
ENSG00000101442.9	ACTR5	protein_coding	2565
ENSG00000101445.9	PPP1R16B	protein_coding	6400
ENSG00000101447.14	FAM83D	protein_coding	2475
ENSG00000101452.14	DHX35	protein_coding	4930
ENSG00000204103.3	MAFB	protein_coding	3393
ENSG00000198900.5	TOP1	protein_coding	3738
ENSG00000124181.14	PLCG1	protein_coding	9648
ENSG00000174306.21	ZHX3	protein_coding	11621
ENSG00000132793.11	LPIN3	protein_coding	4568
ENSG00000183798.4	EMILIN3	protein_coding	3796
ENSG00000124177.14	CHD6	protein_coding	14126
ENSG00000196090.12	PTPRT	protein_coding	12943
ENSG00000124193.14	SRSF6	protein_coding	4593
ENSG00000185513.14	L3MBTL1	protein_coding	10674
ENSG00000277611.1	RP1-138B7.6	protein_coding	566
ENSG00000101049.14	SGK2	protein_coding	4374
